Kma tengah,Time,Event(Count Per),Serial Number
1,2023-10-14 07:21:51,0,066000903
2,2023-10-14 07:26:51,0
3,2023-10-14 07:31:51,0
4,2023-10-14 07:36:51,0
5,2023-10-14 07:41:51,0
6,2023-10-14 07:46:51,0
7,2023-10-14 07:51:51,0
8,2023-10-14 07:56:51,0
9,2023-10-14 08:01:51,0
10,2023-10-14 08:06:51,0
11,2023-10-14 08:11:51,0
12,2023-10-14 08:16:51,0
13,2023-10-14 08:21:51,0
14,2023-10-14 08:26:51,0
15,2023-10-14 08:31:51,0
16,2023-10-14 08:36:51,0
17,2023-10-14 08:41:51,0
18,2023-10-14 08:46:51,0
19,2023-10-14 08:51:51,0
20,2023-10-14 08:56:51,0
21,2023-10-14 09:01:51,0
22,2023-10-14 09:06:51,0
23,2023-10-14 09:11:51,0
24,2023-10-14 09:16:51,0
25,2023-10-14 09:21:51,0
26,2023-10-14 09:26:51,0
27,2023-10-14 09:31:51,0
28,2023-10-14 09:36:51,0
29,2023-10-14 09:41:51,0
30,2023-10-14 09:46:51,0
31,2023-10-14 09:51:51,0
32,2023-10-14 09:56:51,0
33,2023-10-14 10:01:51,0
34,2023-10-14 10:06:51,0
35,2023-10-14 10:11:51,0
36,2023-10-14 10:16:51,0
37,2023-10-14 10:21:51,0
38,2023-10-14 10:26:51,0
39,2023-10-14 10:31:51,0
40,2023-10-14 10:36:51,0
41,2023-10-14 10:41:51,0
42,2023-10-14 10:46:51,0
43,2023-10-14 10:51:51,0
44,2023-10-14 10:56:51,0
45,2023-10-14 11:01:51,0
46,2023-10-14 11:06:51,0
47,2023-10-14 11:11:51,0
48,2023-10-14 11:16:51,0
49,2023-10-14 11:21:51,0
50,2023-10-14 11:26:51,0
51,2023-10-14 11:31:51,0
52,2023-10-14 11:36:51,0
53,2023-10-14 11:41:51,0
54,2023-10-14 11:46:51,0
55,2023-10-14 11:51:51,0
56,2023-10-14 11:56:51,0
57,2023-10-14 12:01:51,0
58,2023-10-14 12:06:51,0
59,2023-10-14 12:11:51,0
60,2023-10-14 12:16:51,0
61,2023-10-14 12:21:51,0
62,2023-10-14 12:26:51,0
63,2023-10-14 12:31:51,0
64,2023-10-14 12:36:51,0
65,2023-10-14 12:41:51,0
66,2023-10-14 12:46:51,0
67,2023-10-14 12:51:51,0
68,2023-10-14 12:56:51,0
69,2023-10-14 13:01:51,0
70,2023-10-14 13:06:51,0
71,2023-10-14 13:11:51,0
72,2023-10-14 13:16:51,0
73,2023-10-14 13:21:51,0
74,2023-10-14 13:26:51,0
75,2023-10-14 13:31:51,0
76,2023-10-14 13:36:51,0
77,2023-10-14 13:41:51,0
78,2023-10-14 13:46:51,0
79,2023-10-14 13:51:51,0
80,2023-10-14 13:56:51,0
81,2023-10-14 14:01:51,0
82,2023-10-14 14:06:51,0
83,2023-10-14 14:11:51,0
84,2023-10-14 14:16:51,0
85,2023-10-14 14:21:51,0
86,2023-10-14 14:26:51,0
87,2023-10-14 14:31:51,0
88,2023-10-14 14:36:51,0
89,2023-10-14 14:41:51,0
90,2023-10-14 14:46:51,0
91,2023-10-14 14:51:51,0
92,2023-10-14 14:56:51,0
93,2023-10-14 15:01:51,0
94,2023-10-14 15:06:51,0
95,2023-10-14 15:11:51,0
96,2023-10-14 15:16:51,0
97,2023-10-14 15:21:51,0
98,2023-10-14 15:26:51,0
99,2023-10-14 15:31:51,0
100,2023-10-14 15:36:51,0
101,2023-10-14 15:41:51,0
102,2023-10-14 15:46:51,0
103,2023-10-14 15:51:51,0
104,2023-10-14 15:56:51,0
105,2023-10-14 16:01:51,0
106,2023-10-14 16:06:51,0
107,2023-10-14 16:11:51,0
108,2023-10-14 16:16:51,0
109,2023-10-14 16:21:51,0
110,2023-10-14 16:26:51,0
111,2023-10-14 16:31:51,0
112,2023-10-14 16:36:51,0
113,2023-10-14 16:41:51,0
114,2023-10-14 16:46:51,0
115,2023-10-14 16:51:51,0
116,2023-10-14 16:56:51,0
117,2023-10-14 17:01:51,0
118,2023-10-14 17:06:51,0
119,2023-10-14 17:11:51,1
120,2023-10-14 17:16:51,0
121,2023-10-14 17:21:51,0
122,2023-10-14 17:26:51,0
123,2023-10-14 17:31:51,1
124,2023-10-14 17:36:51,0
125,2023-10-14 17:41:51,0
126,2023-10-14 17:46:51,0
127,2023-10-14 17:51:51,0
128,2023-10-14 17:56:51,0
129,2023-10-14 18:01:51,0
